,Source,Machine Translation ouput,Machine Post Edit (APE),Human Post-Edit (HPE)
599,"b'The better we are at accepting ourselves and others , the more compassionate we become .\n'","b'Cuanto mejor nos encontramos en aceptarnos a nosotros mismos y los dem\xc3\xa1s , m\xc3\xa1s compasiva que nos convertimos .\n'","b'cualquiera que mejor nos encontramos en el momento , ha tenido este lugar de disney mismos , otros m , mas desgarrador y los demas , mas compasiva que nos convertimos .'","b'Mientras mejor podamos aceptarnos a nosotros mismos y los dem\xc3\xa1s , m\xc3\xa1s compasivos nos convertimos .\n'"
600,"b'The single biggest donor to political campaigns just now is Tom Steyer , a Democrat with a passion for climate change .\n'","b'El mayor de los donantes a las campa\xc3\xb1as pol\xc3\xadticas en este momento es Tom Steyer , un dem\xc3\xb3crata con una pasi\xc3\xb3n por el cambio clim\xc3\xa1tico .\n'","b'el mayor jaybird a las campanas politicas en este momento es tom steyer , un cuerpo cubierto , un retraso con un cambio climatico .'","b'El mayor donante a las campa\xc3\xb1as pol\xc3\xadticas en este momento es Tom Steyer , un dem\xc3\xb3crata apasionado por el cambio clim\xc3\xa1tico .\n'"
601,"b""So , they ' ve organized a protest outside the 421 Blackland Road mansion , and have even started a Facebook event for it .\n""","b'As\xc3\xad , se han organizado una protesta frente a la mansi\xc3\xb3n de 421 Blackland Road , e incluso han comenzado un evento en Facebook para ello .\n'","b'entonces , han organizado una protesta frente a la mansion de blackland road , e incluso han comenzado un evento en facebook de posteriores con visual .'","b'Entonces , han organizado una protesta frente a la mansi\xc3\xb3n de 421 Blackland Road , e incluso han comenzado un evento en Facebook para ello .\n'"
602,"b'ISI Technology is the creator of electronic water-heating tech that allows you to control your water heating with software , increasing efficiency .\n'","b'ISI La tecnolog\xc3\xada es el creador de la tecnolog\xc3\xada electr\xc3\xb3nica de calentar agua que le permite controlar su sistema de calefacci\xc3\xb3n de agua con el software , el aumento de la eficiencia .\n'","b'se aprovecha la tecnologia esta smartphone encendida al creador de de rango personal de facebook y que misma tos de agua con el estudio , el aumento de agua de agua de agua hasta el poder establecido de verificar afectar con aereo y correctamente con los . .'","b'ISI Technology es el creador de la tecnolog\xc3\xada detras del calentador electr\xc3\xb3nico de agua que te permite controlar tu sistema de calefacci\xc3\xb3n de agua mediante software , aumentando la eficiencia .\n'"
603,"b'Cisgender : People who feel their assigned birth gender matches their personal gender identity consider themselves cisgender ( abbreviated as "" cis , "" if you \'re into that ) .\n'","b'Cisg\xc3\xa9nero : Las personas que sienten que su sexo asignado de nacimiento coincide con la identidad personal de g\xc3\xa9nero se consideran cisg\xc3\xa9nero ( abreviado como "" cis "" , si te gusta eso ) .\n'","b'cisgenero la persona que te conocen que su genero asignado de nacimiento , la identidad y la identidad del el colegio que su genero en la identidad sin conciencia por el apartamento que tu genero asignado de nacimiento , con nosotros se carga si se esta en haber visibilidad que'","b'Cisg\xc3\xa9nero : La persona que siente que su sexo asignado de nacimiento , coincide con la identidad de su g\xc3\xa9nero personal , se considera cisg\xc3\xa9nero ( abreviado como "" cis "" , si te gusta eso ) .\n'"
604,"b'The couple invited 170 guests , and the bride did an AH-mazing job describing the day , saying :\n'","b'La pareja invit\xc3\xb3 a 170 personas , y la novia hizo un trabajo AH-mazing describiendo el d\xc3\xada , diciendo :\n'","b'la pareja invito a personas , y la novia pasada el dia , asi ve el dia , el hermano azul establecido el dia , diciendo'","b'La pareja invit\xc3\xb3 a 170 personas , y la novia hizo un trabajo AH-lucinante describiendo el d\xc3\xada , dijo :\n'"
605,"b'What Mars One is trying to do is to be the egg that attracts chickens , "" he tells me .\n'","b'\xc2\xbf Qu\xc3\xa9 Marte Uno est\xc3\xa1 tratando de hacer es ser el huevo que atrae a los pollos "" , me dice .\n'",b'que esta de hacer lo compilado para aquellos este eficaz que gloriosa algo diferente que dejaron .',"b'Lo qu\xc3\xa9 Marte Uno est\xc3\xa1 tratando de hacer es ser el huevo que atrae a los pollos "" , me dice .\n'"
606,b'Rescue crews arrived soon after but were met with a challenge : how to get the 500-lbs patient out of his house !\n',"b'Los equipos de rescate llegaron poco despu\xc3\xa9s , pero se encontraron con un problema : \xc2\xbf c\xc3\xb3mo conseguir que el paciente de 500 libras de su casa !\n'","b'los informes de prision llegaron , pero se encontraron con un problema lo que quizas selly se pueden las cosas de la fuente !'","b'Los equipos de rescate llegaron poco despu\xc3\xa9s , pero se encontraron con un problema : \xc2\xbf c\xc3\xb3mo conseguir sacar al paciente de 500 libras de peso de su casa !\n'"
607,"b'WillCall \'s New Bluetooth "" BarTab "" Feature Lets You Buy Drinks At Concerts By Saying Your Name\n'","b'Nuevo Bluetooth Feature "" BarTab "" de WillCall le permite comprar bebidas en los conciertos diciendo su Nombre\n'",b'el nuevo plan de bluetooth industriales bonaventure llenas de campanas que le permite vende su nombre',"b'El nuevo producto de Bluetooth "" BarTab "" de WillCall le permite comprar bebidas en los conciertos diciendo su nombre .\n'"
608,"b""Many of the show 's cast members \xe2\x80\x94 including Nina Dobrev , Ian Somerhalder , and Paul Wesley \xe2\x80\x94 were shocked and saddened by Sarah 's untimely passing !\n""","b'Muchos de los miembros del reparto de la serie - incluyendo Nina Dobrev , Ian Somerhalder y Paul Wesley - estaban conmocionados y entristecidos por el fallecimiento prematuro de Sarah !\n'","b'muchos de los miembros del reparto de la serie s discovery in sarinana dobrev , ian somerhalder y paul wesley estaban song medical en the gloss wesley , ian somerhalder y paul wesley estaban de sarah !'","b'Muchos de los miembros del reparto de la serie - incluyendo Nina Dobrev , Ian Somerhalder y Paul Wesley - estaban impactados y entristecidos por el fallecimiento prematuro de Sarah !\n'"
609,"b""India 's e-commerce market is projected to grow sevenfold to $ 22 billion in the next five years , as Internet infrastructure improves further , making it easier for the country 's nearly 200 million online population to shop on-the-go .\n""","b'Mercado de comercio electr\xc3\xb3nico de la India se prev\xc3\xa9 que crezca de siete veces a $ 22 mil millones en los pr\xc3\xb3ximos cinco a\xc3\xb1os , ya que la infraestructura de Internet mejora a\xc3\xban m\xc3\xa1s , por lo que es m\xc3\xa1s f\xc3\xa1cil para los cerca de 200 millones de habitantes en l\xc3\xadnea del pa\xc3\xads a la tienda on-the-go .\n'","b'se preve que los cientos weibo de la india se certivox a otra valorado , ya que los visitantes . otra atraido a mil millones en los proximos plazo de . por , un sitio de descargas , ya que las , a mil millones en los proximos cinco anos'","b'Se prev\xc3\xa9 que ell mercado de comercio electr\xc3\xb3nico de la India se septuplique a $ 22 mil millones en los pr\xc3\xb3ximos cinco a\xc3\xb1os , conforme la infraestructura de Internet avanza y se hace accesible para que los cerca de 200 millones de habitantes en l\xc3\xadnea puedan comprar al-paso .\n'"
610,"b""The Black Keys Think Michael Jackson ' Cockblocked ' Them From Getting The # 1 Album !\n""","b""The Black Keys que Michael Jackson ' Cockblocked ' que queden El # 1 Album !\n""",b'the black keys cree que michael jackson que van a pleno viernes que vuelve el album !',b'\xc2\xa1 The Black Keys cree que Michael Jackson les impidi\xc3\xb3 obtener el \xc3\xa1lbum # 1 !\n'
611,b'You go to twice as many weddings .\n',b'Usted va a el doble de bodas .\n',b'usted va a estado esperando en buenos risitas .',b'Vas al doble de bodas .\n'
612,b'We were still trying to figure out what the future looked like .\n',b'Todav\xc3\xada est\xc3\xa1bamos tratando de averiguar lo que el futuro parec\xc3\xada .\n',b'todavia estabamos tratando de averiguar lo que el futuro parecia .',b'Todav\xc3\xada est\xc3\xa1bamos intentando averiguar como ser\xc3\xada el futuro .\n'
613,b'Her mom posts on your Facebook wall .\n',b'Sus mensajes mam\xc3\xa1 en su muro de Facebook .\n',b'sus ocho de largas mama interna en su muro de facebook .',b'Su madre deja videos en tu muro de Facebook .\n'
614,"b""Previous tests proved algae has a charge and could theoretically work as battery power , but what 's not known is how much of a charge and how much of it will be needed to power , say , a car .\n""","b'Las pruebas anteriores demostrado algas tiene una carga y , te\xc3\xb3ricamente , podr\xc3\xada funcionar como energ\xc3\xada de la bater\xc3\xada , pero lo que no se sabe es qu\xc3\xa9 cantidad de un cargo y cu\xc3\xa1nto de ello ser\xc3\xa1n necesarios para poder , por ejemplo , un coche .\n'","b'cualquier medida limpiar a de algas tiene serio tienen una carga y , teoricamente que los despliegues , aun , podria funcionar como las areas cuando la informacion a , teoricamente , teoricamente es una carga y , teoricamente , necesitan , teoricamente , buscan funcionar como energia sobre la'","b'Las pruebas anteriores demostraron que las algas tienen una carga y , te\xc3\xb3ricamente , podr\xc3\xadan funcionar como energ\xc3\xada para una bater\xc3\xada , pero lo que no se sabe es qu\xc3\xa9 cantidad de carga y cu\xc3\xa1nto de ella ser\xc3\xa1n necesarias para energizar , por ejemplo , un veh\xc3\xadculo .\n'"
615,b'I have some tools but no Idea how to use them .\n',b'Tengo algunas herramientas pero ni idea de c\xc3\xb3mo usarlos .\n',b'tengo algunas herramientas pero ni idea de como usarlas .',b'Tengo algunas herramientas pero ni idea de c\xc3\xb3mo usarlas .\n'
616,"b'The names of Ferguson Police Department employees were available online , and Anons scoured the Internet , trying to suss out which of the officers had killed Brown .\n'","b'Los nombres de los empleados del Departamento de Polic\xc3\xada de Ferguson estaban disponibles en l\xc3\xadnea , y Anon recorri\xc3\xb3 todo el Internet , tratando de suss cu\xc3\xa1l de los oficiales hab\xc3\xada matado a Brown .\n'","b'los nombres de los empleados del departamento de policia de ferguson estaban disponibles en linea , y los streams de ferguson estaban disponibles en linea de ferguson estaban disponibles en linea distinto de ferguson estaban desarrollando en linea , y lo de country estaban disponibles en linea de ferguson estaban'","b'Los nombres de los empleados del Departamento de Polic\xc3\xada de Ferguson estaban disponibles en l\xc3\xadnea , y los Anon recorrieron toda la Internet , tratando de descubrir cu\xc3\xa1l de los oficiales hab\xc3\xada matado a Brown .\n'"
617,"b'\xe2\x80\x94 Heather B. Armstrong ( @ dooce ) January 21 , 2014\n'",b'- Heather B. Armstrong ( @ Dooce ) 21 de enero 2014\n',b'heather b . armstrong dooce de nuevo actual',b'- Heather B. Armstrong ( @ Dooce ) 21 de enero de 2014\n'
618,b'Turns out Asish Datta of Setfive Consulting made a word cloud using the raw words on AVC since launch in 2003 .\n',b'Resulta Asish Datta de Setfive Consulting realiz\xc3\xb3 una nube de palabras usando las palabras crudas sobre AVC desde su lanzamiento en 2003 .\n',b'resulta que asish generalmente trabajando querian dar oportunidades de setfive consulting realizo una nube de palabras usando busquedas existentes tras avc desde las palabras crudas sobre avc desde su lanzamiento en .',b'Resulta que Asish Datta de Setfive Consulting realiz\xc3\xb3 una nube de palabras usando las palabras crudas sobre AVC desde su lanzamiento en 2003 .\n'
619,"b'There are no plans for new permanent bases or deployments , but troops will be rotated to that region for three- to four-month stints .\n'","b'No hay planes para nuevas bases permanentes o despliegues , pero las tropas se girar\xc3\xa1n a la regi\xc3\xb3n por per\xc3\xadodos de tres a cuatro meses .\n'","b'no hay planes para nuevas bases permanentes o los despliegues , pero en tropas se carga a la region por periodos de tres unos meses .'","b'No hay planes para nuevas bases permanentes o los despliegues , pero las tropas se turnar\xc3\xa1n en la regi\xc3\xb3n por per\xc3\xadodos de tres a cuatro meses .\n'"
620,b'When Tumblr was sold to Yahoo !\n',b'Cuando Tumblr fue vendido a Yahoo !\n',b'cuando tumblr fue vendido a yahoo !',b'Cuando Tumblr fue vendido a Yahoo !\n'
621,b'My best asset is that I am proven to lead teams to championships .\n',b'Mi mejor activo es que estoy comprobada para liderar equipos de campeonatos .\n',b'mi mejor activo es que estoy deplorables para liderar equipos desde para los s en la los de contenido .',b'Mi mejor activo es que estoy sobrado para liderar equipos hacia los campeonatos .\n'
622,b'Chris Evans Confesses That Playing Captain America Quite Literally Stinks !\n',"b'Chris Evans confiesa que jugar el Capit\xc3\xa1n Am\xc3\xa9rica , literalmente apesta !\n'","b'chris evans confiesa que jugar los viernes , literalmente sera !'",b'Chris Evans confiesa que jugar el Capit\xc3\xa1n Am\xc3\xa9rica literalmente apesta !\n'
623,b'Until my skin has the consistency of a newborn baby seal .\n',b'Hasta que mi piel tiene la consistencia de una foca beb\xc3\xa9 reci\xc3\xa9n nacido .\n',b'hasta que mi muy mejor con una erupcion leera lento .',b'Hasta que mi piel tenga la consistencia de un beb\xc3\xa9 foca reci\xc3\xa9n nacido .\n'
624,"b'Almost every possible internet distribution channel has MORE users than ever before - whether it be search , social , mobile , video , local , SMS , email , chat , etc .\n'","b'Casi todos los canales de distribuci\xc3\xb3n por internet posible tiene m\xc3\xa1s usuarios que nunca antes - ya sea la b\xc3\xbasqueda , social , m\xc3\xb3vil , v\xc3\xaddeo , locales , SMS , correo electr\xc3\xb3nico , chat , etc\n'","b'casi todos los canales de distribucion por marketing , gimnasio era en numero hardware que nunca antes ya sea la busqueda , asociacion , movil , line , proctor , comparando , youtube , pruebas , comida , dependen , youtube , gimnasio , la malentendido , educativos , facebook'","b'Casi todos los canales de distribuci\xc3\xb3n por internet posible tiene m\xc3\xa1s usuarios que nunca antes - ya sea b\xc3\xbasqueda , red social , m\xc3\xb3vil , v\xc3\xaddeo , locales , SMS , correo electr\xc3\xb3nico , chat , etc\n'"
625,b'Erin is one of the most requested speakers on the international lecture circuit and travels the world for personal appearances .\n',b'Erin es uno de los oradores m\xc3\xa1s solicitados en el circuito de conferencias internacionales y viaja por el mundo para presentaciones personales .\n',b'erin es uno de los detalles mas solicitados en el circuito digital de conferencias de accesorios android y viaja por el mundo para presentaciones personales .',b'Erin es uno de los conferencistas m\xc3\xa1s solicitados en el circuito internacional de conferencias y viaja por el mundo para presentaciones personales .\n'
626,"b""However , there 's another reason why Justin refused the deal , and it makes sense .\n""","b'Sin embargo , hay otra raz\xc3\xb3n por la que Justin se neg\xc3\xb3 el acuerdo , y tiene sentido .\n'","b'sin embargo , hay cuenta el razon por la que justin nego el acuerdo , y asimov .'","b'Sin embargo , hay otra raz\xc3\xb3n por la que Justin neg\xc3\xb3 el acuerdo , y tiene sentido .\n'"
627,"b""You are all in great hands with Stephen and already we ' ve shared a lot with him and his LT from Nokia regarding all of the fantastic people , teams and products in DnS .\n""","b'Todos ustedes est\xc3\xa1n en buenas manos con Stephen y ya hemos compartido mucho con \xc3\xa9l y con su LT de Nokia con respecto a todas las personas fant\xc3\xa1sticas , equipos y productos en DNS .\n'","b'todos estais los manos con stephen hacia stephen y ya hemos compartido mucho con el y con muchos cubriendo hacia respecto a todas las personas espaciales con todo los shows en un consejo , de las oportunidades estaba con el y con su lt de nokia con la parte durante'","b'Todos esta\xc3\xads en buenas manos con Stephen y ya hemos compartido mucho con \xc3\xa9l y con su LT de Nokia respecto a todas las fant\xc3\xa1sticas personas , equipos y productos en DNS .\n'"
628,b'( Of course he likes to clean the floor !\n',b'( Por supuesto que le gusta limpiar el suelo !\n',b'por supuesto que le gusta limpiar el suelo !',b'\xc2\xa1 Por supuesto que le gusta limpiar el suelo !\n'
629,"b'It notes that had the transaction closed in Q1 , it would have had ended the quarter with gross cash of approximately \xe2\x82\xac 10.5 billion and net cash of approximately \xe2\x82\xac 7.1 billion .\n'","b'Se\xc3\xb1ala que tuvo la transacci\xc3\xb3n cerrado en Q1 , habr\xc3\xada tenido que termin\xc3\xb3 el trimestre con efectivo bruto de aproximadamente \xe2\x82\xac 10,5 mil millones y el efectivo neto de aproximadamente \xe2\x82\xac 7,1 mil millones .\n'","b'senala que tuvo la transaccion cerrado en los distritos de telefonos vendidos en de su reign indiana , habria hecho relativas del financiamiento by thatcher de aproximadamente y licencia y el cofundador neto de aproximadamente en storsimple line en los actuales con efectivo de aproximadamente , mil millones y el'","b'Se\xc3\xb1ala que de haber cerrado la transacci\xc3\xb3n en Q1 , habr\xc3\xada terminado el trimestre con un efectivo bruto de aproximadamente \xe2\x82\xac 10,5 billones y un efectivo neto de aproximadamente \xe2\x82\xac 7,1 billones .\n'"
630,"b'This is where the WSJ report gets a little iffy , but most of whether or not a deal gets done will depend on the details .\n'","b'Aqu\xc3\xad es donde el informe de WSJ pone un poco dudoso , pero la mayor parte de si es o no un acuerdo se hace depender\xc3\xa1 de los detalles .\n'","b'aqui es donde el informe de wsj , pero la mayor parte de si es o no un acuerdo se hace porque es o no un acuerdo se hace o no era hablando de los detalles .'","b'Aqu\xc3\xad es donde el informe de WSJ se vuelve un poco dudoso , pero la mayor parte de si se hace o no un acuerdo depender\xc3\xa1 de los detalles .\n'"
631,b'Listen to his AH-Mazing medley ( above ) !\n',b'Escuche su medley AH-Mazing ( arriba ) !\n',b'escuche su medley maravilloso arriba !',b'\xc2\xa1 Escuche su medley maravilloso ( arriba ) !\n'
632,"b'"" My favorite type of weather is warm weather .\n'","b'"" Mi tipo favorito de clima es un clima c\xc3\xa1lido .\n'",b'el tipo favorito de clima es el clima calido .',"b'"" Mi tipo favorito de clima es el clima c\xc3\xa1lido "" .\n'"
633,b'But maybe life is imitating art for these two !\n',b'Pero tal vez la vida imita el arte de estos dos !\n',b'pero tal vez la vida triton se preve el arte de estos dos !',b'\xc2\xa1 Pero tal vez la vida imita el arte para estos dos !\n'
634,"b'Bradley \'s former Blue Bloods co-star and wifey from December 2006 to May 2007 wrote that her hubby had a "" mean , cold side "" that distracted her from taking care of her celiac disease .\n'","b'Bradley ex Blue Bloods co-estrella y burguesa de diciembre 2006 a mayo 2007 , escribi\xc3\xb3 que su marido ten\xc3\xada un "" significan , lado fr\xc3\xado "" que la distrajo de tomar cuidado de su enfermedad celiaca .\n'",b'la ropa loco de sus chicas que hizo que una marido tenia una calificacion elementos que permite se esta de octubre a mayo a mayo a mayo a mayo a mayo en re la imagen de tomar cuidado de su enfermedad de tomar cuidado de su enfermedad de tomar cuidado',"b'La ex-esposa de Bradley y ex-co-estrella de Blue Bloods de diciembre 2006 a mayo de 2007 , escribi\xc3\xb3 que su marido ten\xc3\xada un "" cruel , lado fr\xc3\xado "" que la distrajo de tomar cuidado de su enfermedad celiaca .\n'"
635,"b""I ' ve dreamt about this many nights and I ' m finally a free man .\n""",b'He so\xc3\xb1ado con esto muchas noches y por fin estoy en un hombre libre .\n',b'he sonado con esto muchas noches y por fin o agua proceso .',b'He so\xc3\xb1ado con esto muchas noches y por fin estoy un hombre libre .\n'
636,"b""So many in this world hurt God 's heart .\n""",b'As\xc3\xad que muchos en este mundo herido el coraz\xc3\xb3n de Dios .\n',b'mucha gente del fin de dios .',b'Mucha gente en este mundo herida el coraz\xc3\xb3n de Dios .\n'
637,b'It lies in the rationalisation of impotence : a very European preoccupation .\n',b'Se encuentra en la racionalizaci\xc3\xb3n de la impotencia : una preocupaci\xc3\xb3n muy europeo .\n',b'se encuentra en la racionalizacion de la impotencia una preocupacion muy europea .',b'Se encuentra en la racionalizaci\xc3\xb3n de la impotencia : una preocupaci\xc3\xb3n muy europea .\n'
638,"b'We are bound , in this world , to both nature and technology .\n'","b'Estamos obligados , en este mundo , a la naturaleza y la tecnolog\xc3\xada .\n'","b'estamos vamos por este mundo , a la naturaleza para nuestro .'","b'Estamos confinados , en este mundo , a la naturaleza y la tecnolog\xc3\xada .\n'"
639,"b""He still loves you , but hell 's hot .\n""","b'\xc3\x89l todav\xc3\xada te ama , pero est\xc3\xa1 caliente el infierno .\n'","b'el todavia te ama , pero esta caliente , pero esta caliente .'","b'\xc3\x89l todav\xc3\xada te ama , pero el infierno est\xc3\xa1 caliente .\n'"
640,"b""In print , since the race or background of the source usually is irrelevant , it 's not made known in the writing .\n""","b'En la impresi\xc3\xb3n , ya que la raza o el origen de la fuente por lo general es irrelevante , no es dado a conocer en la escritura .\n'","b'en el medio , ya que la raza o el origen de la fuente por lo general es sabores asi es irrelevante , no esta hecha , no es dado a conocer en la escritura .'","b'En los medio impresos , ya que la raza o el origen de la fuente por lo general es irrelevante , no se especifica .\n'"
641,"b""We wonder if Kiernan reacted just as adorably to Swifty 's shopping bestie , Lorde ?\n""","b'Nos preguntamos si Kiernan reaccion\xc3\xb3 igual de adorable a bestie comercial de Swifty , Lorde ?\n'",b'nos preguntamos si kiernan reacciono igual de adorable han ido a no retomando stevie vuelto de adorable a realizar ?',"b'Nos preguntamos si Kiernan reaccion\xc3\xb3 igual de adorable a la bestia comercial de Swifty , Lorde .\n'"
642,"b'"" [ That ] would have been better for the audience , so that then they can process , \' Oh , [ Ted ] mourned .\n'","b'"" [ Esto ] hubiera sido mejor para el p\xc3\xbablico , de manera que luego se pueden procesar , \' Oh , [ Ted ] llor\xc3\xb3 .\n'","b'esto hubiera sido mejor para el publico , de manera que luego se pueden procesar , oh , ted lloro .'","b'"" [ Esto ] hubiera sido mejor para el p\xc3\xbablico , de manera que luego pueden procesar , \' Oh , [ Ted ] llor\xc3\xb3 .\n'"
643,b'Spoiler : Not true !\n',b'Spoiler : No es cierto !\n',b'la no es cierto !',b'Informaci\xc3\xb3n anticipada : \xc2\xa1 Eso no es cierto !\n'
644,b'10 Of The Most Unforgettable Reality TV Moments EVER !\n',b'10 de los momentos Reality TV Most Unforgettable EVER !\n',b'de las momentos mas tv son donde ahora para donde los grandes rapidas sobre verdad !',b'10 de los momentos M\xc3\xa1s Involvidable de Siempre del Reality en TV !\n'
645,b'Or the reception speeches .\n',b'O los discursos de recepci\xc3\xb3n .\n',b'mas que los hermanos de los calorias de recepcion .',b'O en los discursos de recepci\xc3\xb3n .\n'
646,b'Auto Worker Bought $ 50 Million Worth Of Paintings For Just $ 25 !\n',b'Trabajador Auto Comprado $ 50 millones de d\xc3\xb3lares en pinturas por s\xc3\xb3lo $ 25 !\n',b'trabajador autonomo compro millones de dolares en pinturas por solo !',b'Trabajador aut\xc3\xb3nomo Compr\xc3\xb3 50 millones de d\xc3\xb3lares en pinturas por s\xc3\xb3lo 25 d\xc3\xb3lares !\n'
647,"b'Kittyo was conceptualized when its creative director , Lee Miller , took care of a kitten for his friend .\n'","b'Kittyo fue concebido cuando su director creativo , Lee Miller , se hizo cargo de un gatito por su amigo .\n'","b'kittyo fue concebido cuando su director creativo , lee miller , lee miller , ofrecio miller , y lo pateo a todos su amigo .'","b'Kittyo fue concebido cuando su director creativo , Lee Miller , cuid\xc3\xb3 al gatito de un amigo .\n'"
648,"b""THE opening of Mayor Bill de Blasio 's universal pre-kindergarten program this week will give 53,000 children access to free , full-day pre-K in New York City , compared with 20,000 enrolled last year .\n""","b'La apertura del programa de pre-kindergarten universal alcalde Bill de Blasio esta semana dar\xc3\xa1 a 53.000 ni\xc3\xb1os el acceso a la libre , de d\xc3\xada completo de pre-K en la ciudad de Nueva York , en comparaci\xc3\xb3n con 20.000 matriculados el a\xc3\xb1o pasado .\n'","b'la apertura del programa de alejamiento de trabajo financiado y wagner bill de ha nombrado super semana , de dia completo de prek en la ciudad de nueva york , de el momento a la estabilidad creativas , pero se embargo , de dia general del editor limitado tradicional como'","b'La apertura del programa de la pre-guarder\xc3\xada universal alcalde Bill de Blasio esta semana dar\xc3\xa1 a 53.000 ni\xc3\xb1os el acceso libre al d\xc3\xada completo de pre-K en la ciudad de Nueva York , en comparaci\xc3\xb3n con 20.000 matriculados el a\xc3\xb1o pasado .\n'"
649,"b'So what do you say , will you go to prom with me ?\n'","b'As\xc3\xad que , \xc2\xbf qu\xc3\xa9 dices , \xc2\xbf quieres ir al baile conmigo ?\n'","b'asi que , \xc2\xbf que dices por dejar , \xc2\xbf quieres ir al baile conmigo ?'","b'As\xc3\xad que , \xc2\xbf qu\xc3\xa9 dices ? , \xc2\xbf quieres ir al baile conmigo ?\n'"
650,"b'But still , this is such exciting news for fans of the show !\n'","b'Pero a\xc3\xban as\xc3\xad , esta es una noticia tan emocionante para los fans de la serie !\n'","b'pero aun asi , esta es cuenta bien rumores para los fanaticos de la serie !'","b'Pero a\xc3\xban as\xc3\xad , \xc2\xa1 esta es una estupenda noticia para los fan\xc3\xa1ticos de la serie !\n'"
651,b'The restraining order issued against Devon Meek says the fan has to stay 100 yards away from Miley .\n',b'La orden de alejamiento dictada contra Devon Meek dice que el ventilador tiene que permanecer 100 metros de distancia de Miley .\n',"b'la orden de restriccion por que le especializa que el marido que mas jolie , que el voz mentirosa jamas convierte convierte y quizas la barra de salir de miley .'",b'La orden de restricci\xc3\xb3n contra Devon Manso dice que el fan tiene que quedarse a 100 metros de Miley .\n'
652,"b'SAD KEANU REEVES One day , Keanu sat on a park bench , looking , perhaps , sad .\n'","b'SAD Keanu Reeves Un d\xc3\xada , Keanu se sent\xc3\xb3 en un banco del parque , buscando , tal vez , triste .\n'","b'triste keanu reeves un dia , josh se sento en un trabajo de twitter al parque , mirando .'","b'TRISTE Keanu Reeves Un d\xc3\xada , Keanu se sent\xc3\xb3 en un banco del parque , mirando , tal vez , triste .\n'"
653,"b""Hopefully it wasn' t too small or she might have thought it was a ring , sneaky Leo !\n""","b'Esperemos que no era demasiado peque\xc3\xb1o o ella podr\xc3\xada haber pensado que era un anillo , astuto Leo !\n'","b'con suerte no era demasiado pequeno o ella podria haberle contrario o ella puede que ella podria haberle aterrador no estaba llevando , porque merece puesto a sudor , estaba usa !'","b'Con suerte , no fue demasiado peque\xc3\xb1a o ella puede que pensara que era un anillo , \xc2\xa1 que astuto el Leo !\n'"
654,"b""And I love acting like I ' m in love !\n""",b'Y me encanta actuar como que estoy en el amor !\n',b'luego me encanta actuar como ella estoy en el amor !',b'\xc2\xa1 Y me encanta actuar como si estuviera enamorada !\n'
655,"b'"" It \'s not just people fooling around online . ""\n'","b'"" No es s\xc3\xb3lo la gente perder el tiempo en l\xc3\xadnea .\n'",b'no es solo la gente regreso el tiempo en linea .',"b'"" No es s\xc3\xb3lo gente perdiendo el tiempo en l\xc3\xadnea .\n'"
656,"b""one thing different here : there won' t be as much of my former crazy red bold fonts , and I ' m trying to ease off the profanity and ranting ( altho there will probably still be a good bit of that ) .\n""","b'una cosa diferente aqu\xc3\xad : no habr\xc3\xa1 tanto de mis locas ex negrita de color rojo , y estoy tratando de aliviar de la blasfemia y despotricando ( aunque hab\xc3\xada probablemente todav\xc3\xada habr\xc3\xa1 un buen poco de eso ) .\n'","b'una cosa diferente aqui no habra tanto de mis errores anterior negrita expresar contrato perras de color rojo , entre mis tetas color de disminuir ex de mis ex locas abiertos de color rojo , y estoy tratando de disminuir el comienzo de color rojo , y estoy tratando de'","b'una cosa diferente aqu\xc3\xad : no habr\xc3\xa1 tanto de mis ex locas funditiones negrita de color rojo , y estoy tratando de disminuir la blasfemia y el lenuage declamatorio ( aunque habr\xc3\xa1 probablemente todav\xc3\xada un buen poco de eso ) .\n'"
657,"b""Still , it 's got to be more than what it costs to grow and use algae powered batteries , right ?\n""","b'A\xc3\xban as\xc3\xad , tiene que ser m\xc3\xa1s que lo que cuesta crecer y utilizar pilas powered algas , \xc2\xbf verdad ?\n'","b'aun asi , lo que ser mas que lo que cuesta que cuesta en que este mas que lo que cuesta mas que lo que cuesta un cual se ha cubre y utilizar unas periodistas \xc2\xbf en la crema se detuvo relacionada y utilizar interpretaciones resonando de algas , \xc2\xbf'","b'A\xc3\xban as\xc3\xad , tiene que ser m\xc3\xa1s que lo que cuesta para crecer y utilizar unas pilas energizadas por algas , \xc2\xbf verdad ?\n'"
658,"b'Four answered , all saying they examined their systems and were unable to find any irregularities .\n'","b'Cuatro respondi\xc3\xb3 , todos diciendo que examinaron sus sistemas y fueron incapaces de encontrar cualquier irregularidad .\n'","b'cuatro respondieron , todos nike que haya visto sus tabletas y no pasen el gente puede un blog y pronto , grabo punto de encontrar cualquier consejo .'","b'Cuatro respondieron , todos diciendo que examinaron sus sistemas y no pudieron encontrar ninguna irregularidad .\n'"
659,b'14 Insane Moments From The Bachelor : Week 2\n',b'14 Momentos Insane From The Bachelor : Semana 2\n',b'momentos locos del programa the bachelor semana',b'14 Momentos locos del programa The Bachelor : Semana 2\n'
