,Source,Machine Translation ouput,Machine Post Edit (APE),Human Post-Edit (HPE)
650,"b'But still , this is such exciting news for fans of the show !\n'","pero aun asi  ,  esta es una noticia tan emocionante para los fans de la serie  !","b'pero aun asi , esta es una noticia esta emocionante para los fanaticos para los fanaticos para los fans ?'","pero aun asi  ,   esta es una estupenda noticia para los fanaticos de la serie  !"
651,b'The restraining order issued against Devon Meek says the fan has to stay 100 yards away from Miley .\n',la orden de alejamiento dictada contra devon meek dice que el ventilador tiene que permanecer  metros de distancia de miley  .,b'por el una video de restriccion las bieber con twitter dice que el twitter natural que el fan natural son quienes la tenido twitter natural que llena de nacimiento de miley .',la orden de restriccion contra devon manso dice que el fan tiene que quedarse a  metros de miley  .
652,"b'SAD KEANU REEVES One day , Keanu sat on a park bench , looking , perhaps , sad .\n'","sad keanu reeves un dia  ,  keanu se sento en un banco del parque  ,  buscando  ,  tal vez  ,  triste  .","b'triste keanu reeves un dia , keanu se sento en una trabajo , mirando .'","triste keanu reeves un dia  ,  keanu se sento en un banco del parque  ,  mirando  ,  tal vez  ,  triste  ."
653,"b""Hopefully it wasn' t too small or she might have thought it was a ring , sneaky Leo !\n""","esperemos que no era demasiado pequeno o ella podria haber pensado que era un anillo  ,  astuto leo  !","b'con no era demasiado a la eres ni tampoco fuera o ella podria haber pensado que era un anillo , lo que era una anillo de amigos , no era un piropo , maquillaje de ella !'","con suerte  ,  no fue demasiado pequena o ella puede que pensara que era un anillo  ,   que astuto el leo  !"
654,"b""And I love acting like I ' m in love !\n""",y me encanta actuar como que estoy en el amor  !,b'y me encanta oir como si cuando estoy en el amor !',y me encanta actuar como si estuviera enamorada  !
655,"b'"" It \'s not just people fooling around online . ""\n'",no es solo la gente perder el tiempo en linea  .,b'no era solo la gente raro el pregunta en linea .',no es solo gente perdiendo el tiempo en linea  .
656,"b""one thing different here : there won' t be as much of my former crazy red bold fonts , and I ' m trying to ease off the profanity and ranting ( altho there will probably still be a good bit of that ) .\n""","una cosa diferente aqui  no habra tanto de mis locas ex negrita de color rojo  ,  y estoy tratando de aliviar de la blasfemia y despotricando  aunque habia probablemente todavia habra un buen poco de eso   .","b'una cosa diferente aqui no habra podria no habra a mis ex siendo catarsis para mis ex pura natural no habra problemas locas fuera sobre mis ex abiertos a mis trato de mis ex , ello no habra mucho de mis ex gritar natural no habra mucho de mis ex'","una cosa diferente aqui  no habra tanto de mis ex locas funditiones negrita de color rojo  ,  y estoy tratando de disminuir la blasfemia y el lenuage declamatorio  aunque habra probablemente todavia un buen poco de eso   ."
657,"b""Still , it 's got to be more than what it costs to grow and use algae powered batteries , right ?\n""","aun asi  ,  tiene que ser mas que lo que cuesta crecer y utilizar pilas powered algas  ,   ¿  verdad  ?","b'aun asi , esta vez eso lo que cuesta diferentes a nike , simplemente alguien ?'","aun asi  ,  tiene que ser mas que lo que cuesta para crecer y utilizar unas pilas energizadas por algas  ,   ¿  verdad  ?"
658,"b'Four answered , all saying they examined their systems and were unable to find any irregularities .\n'","cuatro respondio  ,  todos diciendo que examinaron sus sistemas y fueron incapaces de encontrar cualquier irregularidad  .","b'cuatro respondieron , todos a traves de algunas estaba de manera a a fuera de encontrar cualquier super .'","cuatro respondieron  ,  todos diciendo que examinaron sus sistemas y no pudieron encontrar ninguna irregularidad  ."
659,b'14 Insane Moments From The Bachelor : Week 2\n',momentos insane from the bachelor  semana,b'momentos locos del video arriba',momentos locos del programa the bachelor  semana
660,"b'Almost immediately three clones popped up to replace it , including "" Flying Cyrus "" , a Miley Cyrus-themed clone .\n'","casi de inmediato tres clones aparecieron para reemplazarlo  ,  incluyendo  flying ciro   ,  un clon tematicacyrus miley  .","b'casi para inmediato a los clones aparecieron para reemplazarlo , incluyendo twitter , moda .'","casi de inmediato tres clones aparecieron para reemplazarlo  ,  incluyendo  flying cyrus   ,  un clon basado cyrus miley  ."
661,"b'Four people sitting near me commiserated about the fact that they were supposed to be on the same flight the following morning , but that specific flight had been cancelled already in preparation for the upcoming snowstorm .\n'","cuatro personas sentadas cerca de mi se compadecieron sobre el hecho de que se suponia que debian estar en el mismo vuelo de la manana siguiente  ,  pero ese vuelo concreto se habian cancelado ya en preparacion para la proxima tormenta de nieve  .","b'cuatro personas sentadas cerca de mi que lleguen a mi palillo a envio visual sobre el hecho de que se suponia que yo los que me suponia que presentaron estar en el mismo conferencia de a resolver que la que ven que lo que , necesitan que la esta me'","cuatro personas sentadas cerca de mi se compadecieron sobre el hecho de que se suponia que debian estar en el mismo vuelo de la manana siguiente  ,  pero exactamente ese vuelo se habia cancelado ya en prevenecion para la proxima tormenta de nieve  ."
662,"b'The high profile of these companies mark a turnaround in investor sentiment toward Chinese stocks listed in the U.S. since 2012 , when share prices fell after several firms pulled out of the U.S. stock market in response to accusations of improper accounting by regulators .\n'","el alto perfil de estas empresas marcan un cambio de tendencia en la confianza de los inversores hacia valores chinos que cotizan en los ee . uu .  desde   ,  cuando los precios de las acciones cayeron despues de varias empresas se retiraron del mercado de valores de ee . uu .  en respuesta a las acusaciones de irregularidades contables por los reguladores  .",b'a estas las nuevas no escriban estas las usuarios a los inversores hacia en la confianza de los inversores hacia su confianza de los inversores hacia inmobi de las acciones de las acciones envio rapidamente a las acusaciones . uu . mensajes describen por los ee . uu . a',"el alto perfil de estas empresas marcan un cambio de tendencia en la confianza de los inversores hacia valores chinos que cotizan en los ee . uu .  desde   ,  cuando los precios de las acciones cayeron despues de que varias empresas se retiraron del mercado de valores de ee . uu .  en respuesta a las acusaciones de irregularidades contables por los reguladores  ."
663,"b""( The Wedding Singer , 50 First Dates , Music And Lyrics , Going The Distance , He 's Just Not That Into You , Never Been Kissed )\n""","el chico ideal  ,   primeras citas  ,  musica y letras  ,  salvando las distancias  ,  el no es apenas ese en usted  ,  nunca me han besado","b'la video unificado , volviendo citas , musica y we , de si , nunca me le queda .'","el chico ideal  ,   primeras citas  ,  music and lyrics  ,  salvando las distancias  ,   ¿  que les pasa a los hombres  ?   ,  nunca me han besado"
664,"b""One area where Yota Devices is relying on crowdsourcing ideas to pour into YotaPhone 's development is on the apps side .\n""",una de las areas donde los dispositivos yota esta confiando en crowdsourcing ideas para verter en el desarrollo de yotaphone esta en el lado apps  .,b'una empresa donde los dispositivos muy de las consecuencias tecnologicos por cuenta de la nube necesarios para promover en el desarrollo de el desarrollo de windows esta en la empresa de de hacer su startup para envio en el desarrollo de cual a la etapa de ideas solo su desarrollo',una de las areas en las que yota devices confia en el crowdsourcing de ideas para aplicar al desarrollo del yotaphone esta en la parte de las aplicaciones  .
665,b'Both girls had their backs facing the windows so as not to endanger their eyesight and were eating frozen burritos .\n',"las dos chicas estaban de espaldas frente a las ventanas  ,  para no poner en peligro su vista y estaban comiendo burritos congelados  .",b'las dos chicas estaban de alejamiento del cuenta apenas a las ventanas con las ventanas a costar amada su vista y estaban simplemente agarrando .',las dos chicas estaban de espaldas a las ventanas para no poner en peligro su vista y estaban comiendo burritos congelados  .
666,"b'But with reports of even arch competitors like Nokia toying with Android devices , the question may no longer be which platform is dominant , but what the state of play is with OEMs building on top of that outsized leader .\n'","pero con los informes  ,  incluso de competidores como nokia arco jugando con los dispositivos android  ,  la pregunta ya no puede ser la plataforma que es dominante  ,  pero lo que la situacion es con la construccion de los fabricantes de equipos en la cima de ese lider descomunal  .","b'pero con los informes , casi mucho a competidores como nokia ciertas funciones dada con los dispositivos anteriores , la pregunta ya no puede competir a la paga a phablet incluso hay la plataforma conferencia , la pregunta ya no puede ser la plataforma que significa de la plataforma de'","pero con informes de incluso competidores como nokia jugueteando con dispositivos android  ,  la pregunta ya no puede ser cual es la plataforma dominante  ,  sino que papel juegan los fabricantes de equipos en la cima de este descomunal lider  ."
667,"b""All the above \xe2\x80\x94 and I ' ll have more for you in the coming days \xe2\x80\x94 indicates so far as your humble servant can divine from lumpy tea sediment that Microsoft hasn' t changed its course in betting that a unified Windows experience across device classes with a firm shared application development environment is a strategy worth following .\n""",todo lo anterior  y tendre mas para usted en los proximos dias  indica la medida en que su humilde servidor puede adivinar a partir de sedimentos de te llena de bultos que microsoft no ha cambiado su curso en las apuestas de que una experiencia unificada de windows a traves de clases de dispositivo a una entorno de desarrollo de aplicacion compartida empresa es una estrategia vale la pena seguir  .,"b'a todo lo charla y tendre mas a usted en los mas grandes dias indica la medida en que su era investigador todavia fuera de increiblemente en una empresa ai es un cual aparecio a partir de abandonar por su techo fue caramelo , incorporar alguna potencias de echo de'","todo lo anterior  y tendre mas diversion para ustedes en los proximos dias  indica  ,  hasta donde su humilde servidor puede adivinar a partir del sedimento del te  ,  que microsoft no ha cambiado su curso en sus apuestas a que una experiencia unificada de windows a traves de las diferentes clases de dispositivos  ,  con un entorno de desarrollo de aplicaciones compartidas  ,  es una estrategia que vale la pena seguir  ."
668,b'Sunnebo says that China is a standout in this regard .\n',sunnebo dice que china es un destacado en este sentido  .,b'sunnebo dice el este sentido por este sentido .',sunnebo dice que china se destaca en este sentido  .
669,"b'Now that momma bear Pattie Mallette is spending more time with her little cub , maybe agreeing to drug testing will be even easier !\n'","ahora que mama pattie mallette oso es pasar mas tiempo con su pequeno cachorro  ,  tal vez de aceptar las pruebas de drogas sera aun mas facil  !","b'ahora que mama oso pattie mallette pudo pasar a su sueno presentador de su pequeno cachorro , tal vez a suscribirse a ella el prevuelo porque cosa mas tiempo con su pequeno cachorro , tal vez la pruebas de drogas fuera aun mas facil !'","ahora que mama oso pattie mallette se pasar mas tiempo con su pequeno cachorro  ,  tal vez acceptando las pruebas de drogas sera aun mas facil  !"
670,"b""Regardless , his lawyers have filed papers to have the trial postponed to a later date and they will meet with the judge tomorrow to find out whether they 've succeeded or not !\n""","en cualquier caso  ,  sus abogados han presentado los documentos para que el juicio aplazado hasta una fecha posterior y se reuniran con el juez manana para saber si han tenido exito o no  !","b'a manera caso , su incredulidad en una peter terminado por un folleto a twitter los documentos para que el juicio a lograr mujeres a usted de twitter a ir si han tenido entonces little una fecha posterior y envio a lograr s no !'","en todo caso  ,  sus abogados han llenado los documentos necesarios para lograr aplazar el juicio una fecha posterior y se reuniran con el juez manana para saber si han tenido exito o no  !"
671,b'Go to the nearest bakery and get a baggie of assorted macarons .\n',ir a la panaderia mas cercana y obtener una bolsa de macarons surtidos  .,b'preston a la panaderia mas cercana por twitter y obtener una bolsa de macarons chat .',ir a la panaderia mas cercana y comprar una bolsa de macarons surtidos  .
672,"b""Even if you ' ve never used it before , even if you 're not into Mason jar DIY projects , it becomes the site you visit whenever you have a spare minute .\n""","incluso si usted nunca ha usado antes  ,  incluso si usted no esta en tarro proyectos de bricolaje mason  ,  se convierte en el sitio que visita cada vez que tenga un minuto libre  .","b'incluso si usted ella ella dijo mal desactivar , simplemente si a ella no , simplemente si usted no siempre no estas con comisiones de bricolaje .'","incluso si nunca antes lo has usado  ,  incluso si no te gustan los proyectos de bricolaje con tarros  ,  se convierte en el sitio que visitas cada vez que tenga un minuto libre  ."
673,"b""Even with something sad , she 's still got that wit !\n""","incluso con algo triste  ,  ella todavia tiene que saber  !","b'simplemente con algo triste , ella todavia tiene esa y estas es ella ella esta tan mal horrible twitter !'","incluso con algo triste  ,  ella todavia tiene esa chispa  !"
674,"b""His employer , an alarming priest named Norbert Wallez , had other ideas , ordering that the new fictional reporter be sent to the Soviet Union , then to Belgium 's colony in the Congo .\n""","su empleador  ,  un sacerdote alarmante llamado norbert wallez  ,  tenia otras ideas  ,  ordenando que el nuevo reportero de ficcion se enviara a la union sovietica  ,  y luego a la colonia de belgica en el congo  .","b'su beige , un sacerdote , un sacerdote de twitter por la cuenta en un sacerdote temprano llamado norbert wallez , tenia otras ideas desde la antigua sovietica , ordenando que el nuevo reportero de ficcion , ordenando que el nuevo reportero de ficcion estrategicos realizado , tenia otras ideas'","su empleador  ,  un sacerdote alarmista llamado norbert wallez  ,  tenia otras ideas  ,  ordenando que el nuevo reportero de ficcion fuese enviado a la union sovietica  ,  y luego a la colonia de belgica en el congo  ."
675,"b'When I started looking into the Bitcoin startup ecosystem in early 2013 , there was something that was just off about half of the founders I met .\n'","cuando me puse a buscar en el ecosistema de inicio bitcoin a principios de   ,  habia algo que estaba justo al lado de cerca de la mitad de los fundadores que conoci  .","b'cuando me puse a partir de la tecnologia de inicio de la web de inversion de emprendimiento tecnologia por principios de la aplicacion pobres a principios de , habia puesto a principios de , ya pero era algo que la super ano a principios de facebook envio medio de ,'","cuando me puse a buscar en el ecosistema de emprendimiento de bitcoin a principios de   ,  habia algo que no estaba del todo bien con casi la mitad de los fundadores que conoci  ."
676,"b'But more important , they are known on campus as places where people party on the weekend .\n'","pero lo mas importante  ,  se les conoce en el campus como lugares donde la gente del partido en el fin de semana  .","b'pero lo mas importante , son cual esta lugares como lugares donde la gente sobre la paga con la paga por twitter en el fin de semana .'","pero lo mas importante  ,  son conocidos como los lugares donde la gente se puede ir de fiestas durante el fin de semana  ."
677,b'Something else in Tintin spoke to children and adults in continental Europe .\n',algo mas en tintin hablo a los ninos y adultos en la europa continental  .,b'algo mas en cuenta a los ninos y adultos en la software continental .',algo mas en tintin atrajo a los ninos y adultos en la europa continental  .
678,"b""In Hejlsberg 's view , the 1.0 release candidate that is launching today is essentially the project 's full 1.0 release , but to be conservative , the team decided to call it a release candidate in case users find any new bugs .\n""","en opinion de hejlsberg  ,  la version candidata  .  que se lanza hoy es esencialmente version completa  .  del proyecto  ,  pero para ser conservador  ,  el equipo decidio llamarlo una version candidata en caso los usuarios encontrar nuevos errores  .","b'entre esto de hejlsberg , la version candidata . que se lanza a ciertas nuevas , sino que veces envio a actualizar dinero es ganar version completa . .'","en opinion de hejlsberg  ,  la version candidata  .  que se lanza hoy es esencialmente version completa  .  del proyecto  ,  pero para ser conservador  ,  el equipo decidio llamarlo una version candidata en caso los usuarios encontrar nuevos errores  ."
679,"b'PLF : Yep , work with ANY PLFer to get a message to me .\n'","plf  si  ,  funciona con cualquier plfer llegar un mensaje a mi  .","b'plf , funciona con cualquier plfer a envio a mi .'","plf  si  ,  funciona con cualquier plfer para que me llegue un mensaje  ."
680,b'They should use the Wales meeting to make clear they are prepared to back up their words with action .\n',deberian aprovechar la reunion gales para dejar claro que estan dispuestos a respaldar sus palabras con acciones  .,b'deberian aprovechar la reunion en twitter para dejar claro que son dispuestos a respaldar sus palabras con acciones .',deberian aprovechar la reunion en gales para dejar claro que estan dispuestos a respaldar sus palabras con acciones  .
681,"b'"" He \'s known for his exaggeration , "" Mustafa Al-Bassam , an Anon who went by Tflow , told me .\n'","l es conocido por su exageracion  ,   mustafa albassam  ,  un anon que fue por tflow  ,  me dijo  .","b'a la embargo , por su cuenta , generalmente fuera de twitter , un anon quienes fue por las uno de twitter , recomiendo por la fuerza , ya dijo .'","l es conocido por su exageracion  ,   mustafa albassam  ,  un anon que fue a tflow  ,  me dijo  ."
682,b'Even if you use a proxy server .\n',incluso si utiliza un servidor proxy  .,b'incluso si utiliza un servidor proxy .',incluso si utiliza un servidor proxy  .
683,"b'It was hardly perfect , but it did some things \xe2\x80\x94 like its super pretty dot matrix display \xe2\x80\x94 quite well .\n'","no era perfecto  ,  pero hizo algunas cosas  como su pantalla de matriz de puntos muy bonito  muy bien  .","b'no era perfecto , pero a algunas estas mujeres como su pantalla de matriz de con su cita de manera muy de puntos de matriz de envio muy , a ella preferimos su pantalla de manera que su cita a hacer cuando su carrera .'","no era perfecto  ,  pero tenia algunas cosas  como su super bonita pantalla de matriz de puntos  asi que bien  ."
684,"b'I still enter text into my Xbox One using the gamepad , despite its support for external keyboards and despite the availability of the Xbox SmartGlass app , because I enjoy punishing myself .\n'","todavia introducir texto en mi xbox uno con el gamepad  ,  a pesar de su apoyo a los teclados externos y  ,  a pesar de la disponibilidad de la aplicacion xbox smartglass  ,  porque me gusta castigar a mi mismo  .","b'todavia tengo la propia camara de correo temprana en mi xbox una xbox uno con el companera one con el trato , a a pesar de su apoyo a los teclados externos y , a tweets la disponibilidad .'","todavia yo introduzo texto en mi xbox uno con el gamepad  ,  a pesar de su apoyo a los teclados externos y  ,  a pesar de la disponibilidad de la aplicacion xbox smartglass  ,  porque me gusta castigar a mi mismo  ."
685,"b""1 tablespoon Barlean 's Flax Oil\n""",aceite de lino  cucharada de barlean,b'cucharada de sistema de aceite de rocky su twitter de lino de lino de lino de barlean',cucharada de aceite de lino de barlean
686,"b""And at this point , it can' t really be described as just something the Web-crazy kids are doing .\n""","y en este punto  ,  no puede realmente ser descrito como algo que los ninosweb locos estan haciendo  .","b'y por este yo la gente de , no puede realmente ser gente ser ahi .'","y a este punto  ,  no puede realmente ser descrito como algo de la web  ,  que los ninos locos estan haciendo"
687,b'Choose your place wisely .\n',elija su lugar sabiamente  .,b'dale su menos .',elige tu lugar sabiamente  .
688,"b'Moviefone Is Killing Off Its Namesake Phone Number Hello , and welcome to Moviefone ! !\n'",moviefone esta matando su homonimo telefono hola y bienvenidos a moviefone  !,b'moviefone esta a soundcloud del twitter su twitter facebook hola y rompiendo a escuchar home twitter arriba a moviefone !',moviefone esta matando su telefono homonimo hola y bienvenidos a moviefone  !
689,"b'"" We are not perfect , "" OpFerguson tweeted .\n'","no somos perfectos   ,  tuiteo opferguson  .","b'no , tuiteo natural .'","no somos perfectos   ,  tuiteo opferguson  ."
690,"b""Presenting at the Oscars is no joke , so it 's no surprise the actress is taking it easy before the big Sunday event !\n""","la presentacion en los oscar no es una broma  ,  asi que no es ninguna sorpresa que la actriz esta tomando con calma antes del gran evento domingo  !","b'la presentacion entonces la famosa no es una broma , asi que no es agradable , de moda s la comedia es un pareja de grandes music project por preparar antes de informacion se destina demasiado .'","la presentacion en los oscar no es broma  ,  asi que no es ninguna sorpresa que la actriz esta tomandolo con calma antes del  gran evento domingo  !"
691,"b""Now let 's come back to video on the iPad .\n""",ahora volvamos al video en el ipad  .,b'ahora volvamos al video en el ipad .',ahora volvamos al video en el ipad  .
692,b'I asked him how much it would it take to get him to perform in front of that crowd again .\n',le pregunte cuanto le falta para conseguir que se realice frente a esa multitud de nuevo  .,b'le pregunta cuanto le falta para lograr a esa multitud de nuevo .',le pregunte cuanto queria para que actuarse frente a esa multitud de nuevo  .
693,b'Find Out Her Diagnosis HERE !\n',averigue su diagnostico aqu  !,b'estar a twitter aqui con twitter entre twitter !',desciubra su diagnostico aqu  !
694,b'Read more from TechCrunch about Pushbullet .\n',leer mas de techcrunch sobre pushbullet  .,b'leer mas de techcrunch sobre twitter sobre twitter .',leer mas de techcrunch sobre pushbullet  .
695,"b'Before we start rattling off some of these gender terms , though , we should start by talking about a term you are going to hear a lot when in the land of gender identity .\n'","antes de empezar a recitar algunos de estos terminos de genero  ,  sin embargo  ,  debemos empezar por hablar de un termino que se va a escuchar mucho cuando en la tierra de la identidad de genero  .","b'antes de manera algunos de estos terminos de genero , finalmente la manera ver a su termino que usted va a la gente , debemos las estaba , si va a cumplir ella en la conocemos en su identidad de los companias de un termino quienes ya va a escuchar'","antes que empecemos a recitar algunos de estos terminos de genero  ,  debemos comenzar por hablar de un termino que se va a escuchar mucho en el mundo de la identidad de genero  ."
696,"b'"" In sum , there is not indication that the anatomical differences in the brains of marijuana users are caused by marijuana use .\n'","en suma  ,  no hay indicacion de que las diferencias anatomicas en el cerebro de los consumidores de marihuana son causados   por el consumo de marihuana  .","b'en conclusion , no hay de la manera con botnets por que la empresa de los consumidores de marihuana .'","en conclusion  ,  no hay indicios de que las diferencias anatomicas en el cerebro de los consumidores de marihuana son causados   por el consumo de marihuana  ."
697,b'My aunt decorated my room with a floral bedspread and matching curtains .\n',mi tia decorado mi habitacion con una colcha de flores y cortinas a juego  .,b'mi tia era a mi orientales con una desesperada con una cuenta de personas y cortinas a la cuenta de personas y cortinas a juego .',mi tia decoro mi habitacion con una colcha de flores y cortinas a juego  .
698,b'Building up comprehensive enough coverage to provide a useful enough service to travelers is the name of the game for all the European journey planning startups .\n',la creacion de una cobertura lo suficientemente amplio como para proporcionar un servicio bastante util para los viajeros es el nombre del juego para todas las startups europeas de planificacion de viaje  .,b'la creacion de una cobertura lo suficientemente amplio como para proporcionar un servicio temprana para los viajeros es el petroleo muy escribiendo para los viajeros es el nombre cubierto sobre los viajeros es la necesidad adicional para los viajeros es el nombre amigable .',la creacion de una cobertura suficientemente amplio como para proporcionar un servicio bastante util para los viajeros es el nombre del juego para todas las startups europeas de planificacion de viaje  .
699,"b'In fact , in a call earlier this week , HitFox CEO and co-founder Jan Beckers likened the current climate surrounding data to the early web in the late 90s .\n'","de hecho  ,  en una llamada a principios de esta semana  ,  ceo hitfox y cofundador ene beckers comparo el actual clima que rodea los datos de principios del web a finales de los anos   .","b'de hecho , en una llamada a principios de un facebook , ceo agencia y cofundador anunciaron el actual oficial de principios del web a finales de principios de principios del web a finales de principios de principios del web a finales de principios de principios del clima envio de'","de hecho  ,  en una llamada a principios de esta semana  ,  el director y cofundador de hitfox  ,  jan beckers  ,  comparo el clima que actualmente rodea los datos al clima a finales de los anos   ,  el principio de la web  ."
700,b'That people are antiquated life-forms without the reason and prowess of robots ?\n',que las personas son anticuadas formas de vida sin la razon y la destreza de los robots  ?,b'que las personas son tantas formas donde la gente sin la razon y la prueba de los robots ?',que las personas son anticuadas formas de vida sin la razon y la destreza de los robots  ?
701,"b'"" Can I wear this shirt as a dress ?\n'",¿  puedo llevar esta camiseta como un vestido  ?,b'\xc2\xbf puedo llevar estas dolor para color a color estar filmando la ahi no esta escribiendo como buenos buenos con twitter como hermosa mascota a ella con un avance ?',¿  puedo llevar esta camiseta como un vestido  ?
702,b'I took days and weeks off .\n',tome dias y semanas de descanso  .,b'divulgacion algo por una famosa mis vacaciones a twitter a temperatura de transporte .',me tome dias y semanas de descanso  .
703,"b'She has a full-body rash , her throat is still hugely inflamed and she feels awful .\n'","ella tiene una erupcion que provoca  ,  la garganta es todavia sumamente inflamada y se siente horrible  .","b'ella tiene una erupcion con twitter , la garganta es simplemente imposible sincera y se siente .'","tiene una erupcion por todo el cuerpo  ,  su garganta esta todavia sumamente inflamada y se siente horrible  ."
704,"b""If you live in different states , you FaceTime while you 're getting ready to go out because it feels like ~ * ~ * cOlLeGe ~ * ~ * ~ .\n""","si usted vive en diferentes estados  ,  facetime mientras te estas preparando para salir porque se siente como      universidad      .","b'si podrias obtener diez las lugares , debemos estas startups , me preparan o la ya , por que a estar porque en la universidad para salir porque esten enfocado en la universidad , html mientras haber salido porque se siente como s .'","si viven en diferentes estados  ,  hablan por facetime mientras se preparan para salir porque se siente como      los dias de universidad      ."
705,"b'We \'re not sure which "" boys "" Blake is referring to , but the ones below our Mason-Dixon Line sure are tingling !\n'","no estamos seguros de que  los muchachos  blake se refiere  ,  pero los de abajo nuestra linea masondixon seguro son hormigueo  !",b'no estamos seguros de que los chicos gusto a todos con este sofisticado grande le refiere a culpar pero los de grandes grandes sorprendidos de !',"no estamos seguros de a cuales  muchachos  se refiere blake  ,  pero los de abajo de nuestra linea masondixon seguro tienen hormigueo  !"
706,b'Play that really fun game Who Can Spy More Twentysomething People In This Coffee Shop Working On A Screenplay .\n',jugar a ese juego realmente divertido quien puede espiar mas twentysomething personas en esta cafeteria que trabaja en un guion  .,"b'juega a ese juego muy agradable no puede hablan una video por twitter al momento por los regalos , ya a cualquiera no puede pagar a la una manera con ella a usted la una manera con twitter , puede salir con a salir o sexy con twitter una twitter'",juega a ese juego realmente divertido quien puede espiar mas personas de veintitantos anos en esta cafeteria trabajando en un guion  .
707,"b'The de-Americanisation of the cartoon strip "" ) , writes that the main aim of the law \xe2\x80\x94 which , remarkably , remains in force today , tweaked in the 1950s to add a ban on incitement of ethnic prejudice \xe2\x80\x94 was to block comics from America .\n'","el deamericanizacion de la tira comica    ,  escribe que el objetivo principal de la leyque  ,  sorprendentemente  ,  sigue vigente hoy en dia  ,  ajustado en la decada de  para anadir la prohibicion de la incitacion al etnica prejuicio era bloquear los comics de america  .","b'el primer de la cuenta lubin , escribe que el objetivo de la telefono , sorprendentemente duro hoy en de la compania , sorprendentemente , sigue lento a la rueda de la agencia , sorprendentemente de corta y tiendas de la cuenta , sorprendentemente , sigue generalmente a la exploracion'","la desamericanizacion de la tira comica    ,  escribe que el objetivo principal de la leyque  ,  sorprendentemente  ,  sigue vigente hoy en dia  ,  ajustada en la decada de  para anadir la prohibicion de la incitacion del prejuicio etnico era bloquear los comics de america  ."
708,"b'He also pointed out that earlier security research has shown that many different password managers built for iOS devices don\' t offer "" reasonable "" security or encryption , which makes him suspect of the whole genre of utilities like this , it seems .\n'","tambien senalo que la investigacion de seguridad anterior ha demostrado que muchos diferentes gestores de contrasena construidos para dispositivos ios no ofrecen una garantia  razonable  o cifrado  ,  lo que le hace sospechar de todo el genero de los servicios publicos de este tipo  ,  lo que parece  .","b'tambien senalo que la investigacion de seguridad habla por lo este informacion han demostrado que muchos distintos gestores de contrasena construidos a dispositivos ios no ofrecen una energia util o traer las opiniones o cifrado , lo que casi una division sugiere si no ofrecen una ilusion de texto construidos'","tambien senalo que investigacion en seguridad previa ha demostrado que muchos gestores de contrasena construidos para dispositivos ios no ofrecen una seguridad  razonable  o cifrado  ,  lo que por lo visto le hace sospechar de todos los servicios de este tipo  ."
709,"b'As I look to the future , I \' m reminded of a favorite Chinese proverb : "" To get through the hardest journey we need take only one step at a time , but we must keep on stepping . ""\n'","al mirar hacia el futuro  ,  me recuerda un proverbio chino favorito   para pasar la jornada mas dura que necesitamos tomar un solo paso a la vez  ,  pero hay que seguir paso a paso  .","b'al mirar mas por el futuro , recomiendo peores individuo , recomiendo falta de parker , recomiendo estamos vez fuera un final de huir sobre la ya , recomiendo recuerda un tipo de energia , recomiendo pedazos suficiente de chocolate guapa para pasar la habilidad de s fuera a leer'","al mirar hacia el futuro  ,  me recuerda un proverbio chino favorito   para pasar la jornada mas dura  ,  necesitamos tomar un solo paso a la vez  ,  pero hay que seguir paso a paso  ."
710,"b""It 's always so fresh , though , and this has spoiled me when it comes to ordering salads at restaurants .\n""","es siempre tan fresco  ,  sin embargo  ,  y esto me ha echado a perder cuando se trata de pedir ensaladas en los restaurantes  .","b'es siempre siempre si tan fresco , sin embargo , y para este twitter , fuera de ti , y esto me ha escrito .'","es siempre tan fresco  ,  y sin embargo  ,  esto me ha malcriado cuando se trata de pedir ensaladas en restaurantes  ."
711,"b""I ' ve gotten a peek at what the company is building , and had a bit of hands on time at TechCrunch Disrupt SF last year ( Tracour actually met their lead investor at the event ) .\n""","he conseguido un vistazo a lo que la compania esta construyendo  ,  y tenia un poco de las manos sobre el tiempo en techcrunch disrupt sf ano pasado  tracour realmente conocio a su inversionista principal en el evento   .","b'he conseguido echar un vistazo a lo que la compania esta construyendo , y tenia un poco de las manos sobre software sobre la escena a la manos'","he conseguido echar un vistazo a lo que la compania esta construyendo  ,  y tuve mis manos a tiempo sobre el techcrunch disrupt sf el ano pasado  tracour  ,  de echo  ,  conocio a su inversionista principal en el evento   ."
712,b'A Definitive Ranking of the Best Boyfriends From YA Fantasy Novels\n',a definitive ranking de los mejores novios desde ya fantasia novelas,b'a el cartel de interaccion en cuenta adicional de twitter .',una calificacion definitiva de los mejores novios de novelas de fantasia para adolescentes y adultos  .
